"標準地域コード","都道府県","政令市･郡･支庁･振興局等","政令市･郡･支庁･振興局等（ふりがな）","市区町村","市区町村（ふりがな）","廃置分合等施行年月日","廃置分合等情報有無"
"28102","兵庫県","神戸市","こうべし","灘区","なだく","",""
"28105","兵庫県","神戸市","こうべし","兵庫区","ひょうごく","1973-08-01","有"
"28106","兵庫県","神戸市","こうべし","長田区","ながたく","",""
"28107","兵庫県","神戸市","こうべし","須磨区","すまく","",""
"28108","兵庫県","神戸市","こうべし","垂水区","たるみく","1982-08-01","有"
"28109","兵庫県","神戸市","こうべし","北区","きたく","1973-08-01","有"
"28110","兵庫県","神戸市","こうべし","中央区","ちゅうおうく","1980-12-01","有"
"28111","兵庫県","神戸市","こうべし","西区","にしく","1982-08-01","有"
"28201","兵庫県","","","姫路市","ひめじし","2006-03-27","有"
"28202","兵庫県","","","尼崎市","あまがさきし","2001-04-01","有"
"28203","兵庫県","","","明石市","あかしし","2002-04-01","有"
"28204","兵庫県","","","西宮市","にしのみやし","1971-02-01","有"
"28205","兵庫県","","","洲本市","すもとし","2006-02-11","有"
"28206","兵庫県","","","芦屋市","あしやし","1974-12-01","有"
"28207","兵庫県","","","伊丹市","いたみし","",""
"28208","兵庫県","","","相生市","あいおいし","",""
"28209","兵庫県","","","豊岡市","とよおかし","2005-04-01","有"
"28210","兵庫県","","","加古川市","かこがわし","2002-04-01","有"
"28212","兵庫県","","","赤穂市","あこうし","",""
"28213","兵庫県","","","西脇市","にしわきし","2005-10-01","有"
"28214","兵庫県","","","宝塚市","たからづかし","2003-04-01","有"
"28215","兵庫県","","","三木市","みきし","2005-10-24","有"
"28216","兵庫県","","","高砂市","たかさごし","1981-03-01","有"
"28217","兵庫県","","","川西市","かわにしし","1977-03-01","有"
"28218","兵庫県","","","小野市","おのし","1985-09-01","有"
"28219","兵庫県","","","三田市","さんだし","1981-08-01","有"
"28220","兵庫県","","","加西市","かさいし","1994-12-01","有"
"28221","兵庫県","","","篠山市","ささやまし","1999-04-01","有"
"28222","兵庫県","","","養父市","やぶし","2004-04-01","有"
"28223","兵庫県","","","丹波市","たんばし","2004-11-01","有"
"28224","兵庫県","","","南あわじ市","みなみあわじし","2005-01-11","有"
"28225","兵庫県","","","朝来市","あさごし","2005-04-01","有"
"28226","兵庫県","","","淡路市","あわじし","2005-04-01","有"
"28227","兵庫県","","","宍粟市","しそうし","2005-04-01","有"
"28228","兵庫県","","","加東市","かとうし","2006-03-20","有"
"28229","兵庫県","","","たつの市","たつのし","2005-10-01","有"
"28300","兵庫県","川辺郡","かわべぐん","","","",""
"28301","兵庫県","川辺郡","かわべぐん","猪名川町","いながわちょう","1977-03-01","有"
"28360","兵庫県","多可郡","たかぐん","","","",""
"28365","兵庫県","多可郡","たかぐん","多可町","たかちょう","2005-11-01","有"
"28380","兵庫県","加古郡","かこぐん","","","",""
"28381","兵庫県","加古郡","かこぐん","稲美町","いなみちょう","1998-03-01","有"
"28382","兵庫県","加古郡","かこぐん","播磨町","はりまちょう","1978-08-01","有"
"28440","兵庫県","神崎郡","かんざきぐん","","","",""
"28442","兵庫県","神崎郡","かんざきぐん","市川町","いちかわちょう","",""
"28443","兵庫県","神崎郡","かんざきぐん","福崎町","ふくさきちょう","1980-08-01","有"
"28446","兵庫県","神崎郡","かんざきぐん","神河町","かみかわちょう","2005-11-07","有"
"28460","兵庫県","揖保郡","いぼぐん","","","",""
"28464","兵庫県","揖保郡","いぼぐん","太子町","たいしちょう","",""
"28480","兵庫県","赤穂郡","あこうぐん","","","",""
"28481","兵庫県","赤穂郡","あこうぐん","上郡町","かみごおりちょう","1997-01-01","有"
"28500","兵庫県","佐用郡","さようぐん","","","",""
"28501","兵庫県","佐用郡","さようぐん","佐用町","さようちょう","2005-10-01","有"
"28580","兵庫県","美方郡","みかたぐん","","","",""
"28585","兵庫県","美方郡","みかたぐん","香美町","かみちょう","2005-04-01","有"
"28586","兵庫県","美方郡","みかたぐん","新温泉町","しんおんせんちょう","2005-10-01","有"
"29201","奈良県","","","奈良市","ならし","2005-04-01","有"
"29202","奈良県","","","大和高田市","やまとたかだし","",""
"29203","奈良県","","","大和郡山市","やまとこおりやまし","",""
"29204","奈良県","","","天理市","てんりし","",""
"29205","奈良県","","","橿原市","かしはらし","",""
"29206","奈良県","","","桜井市","さくらいし","",""
"29207","奈良県","","","五條市","ごじょうし","2005-09-25","有"
"29208","奈良県","","","御所市","ごせし","1977-04-01","有"
"29209","奈良県","","","生駒市","いこまし","1971-11-01","有"
"29210","奈良県","","","香芝市","かしばし","1991-10-01","有"
"29211","奈良県","","","葛城市","かつらぎし","2004-10-01","有"
"29212","奈良県","","","宇陀市","うだし","2006-01-01","有"
"29320","奈良県","山辺郡","やまべぐん","","","",""
"29322","奈良県","山辺郡","やまべぐん","山添村","やまぞえむら","1996-11-13","有"
"29340","奈良県","生駒郡","いこまぐん","","","",""
"29342","奈良県","生駒郡","いこまぐん","平群町","へぐりちょう","1971-02-01","有"
"29343","奈良県","生駒郡","いこまぐん","三郷町","さんごうちょう","",""
"29344","奈良県","生駒郡","いこまぐん","斑鳩町","いかるがちょう","",""
"29345","奈良県","生駒郡","いこまぐん","安堵町","あんどちょう","1986-04-01","有"
"29360","奈良県","磯城郡","しきぐん","","","",""
"29361","奈良県","磯城郡","しきぐん","川西町","かわにしちょう","1975-04-01","有"
"29362","奈良県","磯城郡","しきぐん","三宅町","みやけちょう","1978-12-01","有"
"29363","奈良県","磯城郡","しきぐん","田原本町","たわらもとちょう","",""
"29380","奈良県","宇陀郡","うだぐん","","","",""
"29385","奈良県","宇陀郡","うだぐん","曽爾村","そにむら","",""
"29386","奈良県","宇陀郡","うだぐん","御杖村","みつえむら","",""
"29400","奈良県","高市郡","たかいちぐん","","","",""
"29401","奈良県","高市郡","たかいちぐん","高取町","たかとりちょう","",""
"29402","奈良県","高市郡","たかいちぐん","明日香村","あすかむら","",""
"29420","奈良県","北葛城郡","きたかつらぎぐん","","","",""
"29424","奈良県","北葛城郡","きたかつらぎぐん","上牧町","かんまきちょう","1985-09-01","有"
"29425","奈良県","北葛城郡","きたかつらぎぐん","王寺町","おうじちょう","1979-09-01","有"
"29426","奈良県","北葛城郡","きたかつらぎぐん","広陵町","こうりょうちょう","1978-12-01","有"
"29427","奈良県","北葛城郡","きたかつらぎぐん","河合町","かわいちょう","1985-09-01","有"
"29440","奈良県","吉野郡","よしのぐん","","","",""
"29441","奈良県","吉野郡","よしのぐん","吉野町","よしのちょう","1984-09-01","有"
"29442","奈良県","吉野郡","よしのぐん","大淀町","おおよどちょう","1984-09-01","有"
"29443","奈良県","吉野郡","よしのぐん","下市町","しもいちちょう","1982-07-01","有"
"29444","奈良県","吉野郡","よしのぐん","黒滝村","くろたきむら","",""
"29446","奈良県","吉野郡","よしのぐん","天川村","てんかわむら","",""
"29447","奈良県","吉野郡","よしのぐん","野迫川村","のせがわむら","",""
"29449","奈良県","吉野郡","よしのぐん","十津川村","とつかわむら","",""
"29450","奈良県","吉野郡","よしのぐん","下北山村","しもきたやまむら","",""
"29451","奈良県","吉野郡","よしのぐん","上北山村","かみきたやまむら","",""
"29452","奈良県","吉野郡","よしのぐん","川上村","かわかみむら","",""
"29453","奈良県","吉野郡","よしのぐん","東吉野村","ひがしよしのむら","",""
"30201","和歌山県","","","和歌山市","わかやまし","1997-04-01","有"
"30202","和歌山県","","","海南市","かいなんし","2005-04-01","有"
"30203","和歌山県","","","橋本市","はしもとし","2006-03-01","有"
"30204","和歌山県","","","有田市","ありだし","",""
"30205","和歌山県","","","御坊市","ごぼうし","1978-11-01","有"
"30206","和歌山県","","","田辺市","たなべし","2005-05-01","有"
"30207","和歌山県","","","新宮市","しんぐうし","2005-10-01","有"
"30208","和歌山県","","","紀の川市","きのかわし","2005-11-07","有"
"30209","和歌山県","","","岩出市","いわでし","2006-04-01","有"
"30300","和歌山県","海草郡","かいそうぐん","","","",""
"30304","和歌山県","海草郡","かいそうぐん","紀美野町","きみのちょう","2006-01-01","有"
"30340","和歌山県","伊都郡","いとぐん","","","",""
"30341","和歌山県","伊都郡","いとぐん","かつらぎ町","かつらぎちょう","2005-10-01","有"
"30343","和歌山県","伊都郡","いとぐん","九度山町","くどやまちょう","",""
"30344","和歌山県","伊都郡","いとぐん","高野町","こうやちょう","",""
"30360","和歌山県","有田郡","ありだぐん","","","",""
"30361","和歌山県","有田郡","ありだぐん","湯浅町","ゆあさちょう","",""
"30362","和歌山県","有田郡","ありだぐん","広川町","ひろがわちょう","1996-04-01","有"
"30366","和歌山県","有田郡","ありだぐん","有田川町","ありだがわちょう","2006-01-01","有"
"30380","和歌山県","日高郡","ひだかぐん","","","",""
"30381","和歌山県","日高郡","ひだかぐん","美浜町","みはまちょう","",""
"30382","和歌山県","日高郡","ひだかぐん","日高町","ひだかちょう","1978-11-01","有"
"30383","和歌山県","日高郡","ひだかぐん","由良町","ゆらちょう","",""
"30390","和歌山県","日高郡","ひだかぐん","印南町","いなみちょう","",""
"30391","和歌山県","日高郡","ひだかぐん","みなべ町","みなべちょう","2004-10-01","有"
"30392","和歌山県","日高郡","ひだかぐん","日高川町","ひだかがわちょう","2005-05-01","有"
"30400","和歌山県","西牟婁郡","にしむろぐん","","","",""
"30401","和歌山県","西牟婁郡","にしむろぐん","白浜町","しらはまちょう","2006-03-01","有"
"30404","和歌山県","西牟婁郡","にしむろぐん","上富田町","かみとんだちょう","",""
"30406","和歌山県","西牟婁郡","にしむろぐん","すさみ町","すさみちょう","",""
"30420","和歌山県","東牟婁郡","ひがしむろぐん","","","",""
"30421","和歌山県","東牟婁郡","ひがしむろぐん","那智勝浦町","なちかつうらちょう","",""
"30422","和歌山県","東牟婁郡","ひがしむろぐん","太地町","たいじちょう","",""
"30424","和歌山県","東牟婁郡","ひがしむろぐん","古座川町","こざがわちょう","",""
"30427","和歌山県","東牟婁郡","ひがしむろぐん","北山村","きたやまむら","",""
